LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
IAO_0000111	IAO_0000111	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000111			
isDefinedBy	isDefinedBy	Entity	http://www.w3.org/2000/01/rdf-schema#isDefinedBy			
measurement datum	IAO_0000109	Class	http://purl.obolibrary.org/obo/IAO_0000109			
IAO_0000601	IAO_0000601	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000601			
is declared by	STATO_0000004	ObjectProperty	http://purl.obolibrary.org/obo/STATO_0000004			
has value specification	OBI_0001938	ObjectProperty	http://purl.obolibrary.org/obo/OBI_0001938			
RO_0001900	RO_0001900	AnnotationProperty	http://purl.obolibrary.org/obo/RO_0001900			
to be replaced with external ontology term	IAO_0000423	Entity	http://purl.obolibrary.org/obo/IAO_0000423			
has role	RO_0000087	ObjectProperty	http://purl.obolibrary.org/obo/RO_0000087			
bearer of	RO_0000053	ObjectProperty	http://purl.obolibrary.org/obo/RO_0000053			
is_supported_by_data	OBI_0000124	ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000124			
seeAlso	seeAlso	Entity	http://www.w3.org/2000/01/rdf-schema#seeAlso			
stato.owl	stato.owl	Entity	http://purl.obolibrary.org/obo/stato.owl			
IAO_0000233	IAO_0000233	Entity	http://purl.obolibrary.org/obo/IAO_0000233			
integer	integer	Entity	http://www.w3.org/2001/XMLSchema#integer			
uncurated	IAO_0000124	Entity	http://purl.obolibrary.org/obo/IAO_0000124			
Literal	Literal	Entity	http://www.w3.org/2000/01/rdf-schema#Literal			
