LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
concretizes	RO_0000059	ObjectProperty	http://purl.obolibrary.org/obo/RO_0000059			
denotes	IAO_0000219	ObjectProperty	http://purl.obolibrary.org/obo/IAO_0000219			
PlainLiteral	PlainLiteral	Entity	http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral			
is model for	STATO_0000341	ObjectProperty	http://purl.obolibrary.org/obo/STATO_0000341			
role of	RO_0000081	ObjectProperty	http://purl.obolibrary.org/obo/RO_0000081			
IAO_0000600	IAO_0000600	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000600			
IAO_0000602	IAO_0000602	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000602			
Literal	Literal	Entity	http://www.w3.org/2000/01/rdf-schema#Literal			
IAO_0000112	IAO_0000112	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000112			
precedes	BFO_0000063	ObjectProperty	http://purl.obolibrary.org/obo/BFO_0000063			
has numerator	STATO_0000101	ObjectProperty	http://purl.obolibrary.org/obo/STATO_0000101			
has denominator	STATO_0000259	ObjectProperty	http://purl.obolibrary.org/obo/STATO_0000259			
IAO_0000111	IAO_0000111	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000111			
is concretized as	RO_0000058	ObjectProperty	http://purl.obolibrary.org/obo/RO_0000058			
has specified value	OBI_0002135	DatatypeProperty	http://purl.obolibrary.org/obo/OBI_0002135			
scalar measurement datum	IAO_0000032	Class	http://purl.obolibrary.org/obo/IAO_0000032			
boolean	boolean	Entity	http://www.w3.org/2001/XMLSchema#boolean			
IAO_0000115	IAO_0000115	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000115			
has_specified_input	OBI_0000293	ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000293			
STATO_0000032	STATO_0000032	Entity	http://purl.obolibrary.org/obo/STATO_0000032			
is declared by	STATO_0000004	ObjectProperty	http://purl.obolibrary.org/obo/STATO_0000004			
has_specified_output	OBI_0000299	ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000299			
has member	STATO_0000115	ObjectProperty	http://purl.obolibrary.org/obo/STATO_0000115			
stato.owl	stato.owl	Entity	http://purl.obolibrary.org/obo/stato.owl			
quality of	RO_0000080	ObjectProperty	http://purl.obolibrary.org/obo/RO_0000080			
source	source	AnnotationProperty	http://purl.org/dc/elements/1.1/source			
isDefinedBy	isDefinedBy	Entity	http://www.w3.org/2000/01/rdf-schema#isDefinedBy			
part of	BFO_0000050	ObjectProperty	http://purl.obolibrary.org/obo/BFO_0000050			
temporal relation	RO_0002222	ObjectProperty	http://purl.obolibrary.org/obo/RO_0002222			A relation that holds between two occurrents. This is a grouping relation that collects together all the Allen relations.
label	label	Entity	http://www.w3.org/2000/01/rdf-schema#label			
material entity	BFO_0000040	Class	http://purl.obolibrary.org/obo/BFO_0000040			
uncurated	IAO_0000124	Entity	http://purl.obolibrary.org/obo/IAO_0000124			
has measurement unit label	IAO_0000039	ObjectProperty	http://purl.obolibrary.org/obo/IAO_0000039			
is modeled by	STATO_0000476	ObjectProperty	http://purl.obolibrary.org/obo/STATO_0000476			
metadata incomplete	IAO_0000123	Entity	http://purl.obolibrary.org/obo/IAO_0000123			
BFO_0000180	BFO_0000180	AnnotationProperty	http://purl.obolibrary.org/obo/BFO_0000180			
material sample	OBI_0000747	Class	http://purl.obolibrary.org/obo/OBI_0000747			
has quality	RO_0000086	ObjectProperty	http://purl.obolibrary.org/obo/RO_0000086			
double	double	Entity	http://www.w3.org/2001/XMLSchema#double			
IAO_0000601	IAO_0000601	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000601			
comment	comment	Entity	http://www.w3.org/2000/01/rdf-schema#comment			
IAO_0000233	IAO_0000233	Entity	http://purl.obolibrary.org/obo/IAO_0000233			
IAO_0000119	IAO_0000119	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000119			
is_specified_input_of	OBI_0000295	ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000295			
OBI_0001847	OBI_0001847	AnnotationProperty	http://purl.obolibrary.org/obo/OBI_0001847			
scalar value specification	OBI_0001931	Class	http://purl.obolibrary.org/obo/OBI_0001931			
pending final vetting	IAO_0000125	Entity	http://purl.obolibrary.org/obo/IAO_0000125			
has role	RO_0000087	ObjectProperty	http://purl.obolibrary.org/obo/RO_0000087			
IAO_0000117	IAO_0000117	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000117			
is member of	STATO_0000114	ObjectProperty	http://purl.obolibrary.org/obo/STATO_0000114			
information content entity	IAO_0000030	Class	http://purl.obolibrary.org/obo/IAO_0000030			
